mutual_fund_name,main_scheme_name,sfin,monthly_aum_value,aum_in_mil,portfolio_data_0,portfolio_data_1,page,table
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,2 ICICI Bank Ltd,6.77%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,3 Reliance Industries Ltd.,5.58%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,4 Nippon India Nifty Psu Bank Bees,3.81%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,5 Larsen & Toubro Ltd.,3.63%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,6 Bharti Airtel Ltd.,3.59%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,7 Infosys Limited,3.22%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,8 ICICI Prudential Private Banks Etf Split,3.14%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,9 Axis Bank Ltd.,2.74%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Mahindra & Mahindra Ltd.,2.35%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Others,57.22%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Total,99.27%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Money Market,0.73%,34,tbl_0
SBI Life Insurance Fund,BLUECHIP FUND,ULIF034250824BLUECHPFND111),"3,172.68",,Grand Total,100%,34,tbl_0


